Genus,Species,Center Lat,Center Long
Halichoeres,bathyphilus,14.25,-61.25
Halichoeres,bathyphilus,18.75,-92.25
Halichoeres,bathyphilus,19.25,-95.75
Halichoeres,bathyphilus,19.25,-96.25
Halichoeres,bathyphilus,22.25,-82.25
Halichoeres,bathyphilus,22.25,-88.25
Halichoeres,bathyphilus,22.25,-88.75
Halichoeres,bathyphilus,23.25,-82.75
Halichoeres,bathyphilus,23.25,-88.75
Halichoeres,bathyphilus,23.75,-76.25
Halichoeres,bathyphilus,24.75,-80.75
Halichoeres,bathyphilus,24.75,-82.25
Halichoeres,bathyphilus,24.75,-83.25
Halichoeres,bathyphilus,25.25,-83.75
Halichoeres,bathyphilus,25.75,-80.25
Halichoeres,bathyphilus,25.75,-84.75
Halichoeres,bathyphilus,26.75,-83.75
Halichoeres,bathyphilus,26.75,-84.25
Halichoeres,bathyphilus,27.25,-83.25
Halichoeres,bathyphilus,27.75,-84.25
Halichoeres,bathyphilus,28.25,-91.25
Halichoeres,bathyphilus,28.25,-95.25
Halichoeres,bathyphilus,28.75,-80.25
Halichoeres,bathyphilus,28.75,-84.75
Halichoeres,bathyphilus,28.75,-85.25
Halichoeres,bathyphilus,29.25,-80.25
Halichoeres,bathyphilus,29.25,-80.75
Halichoeres,bathyphilus,29.25,-85.75
Halichoeres,bathyphilus,29.25,-87.75
Halichoeres,bathyphilus,29.75,-86.25
Halichoeres,bathyphilus,29.75,-86.75
Halichoeres,bathyphilus,30.25,-86.75
Halichoeres,bathyphilus,32.25,-79.25
Halichoeres,bathyphilus,32.25,-64.75
Halichoeres,bathyphilus,33.25,-77.25
Halichoeres,bathyphilus,33.75,-76.75
Halichoeres,bathyphilus,35.25,-75.25
Halichoeres,adustus,5.75,-87.25
Halichoeres,adustus,7.75,-82.25
Halichoeres,adustus,8.75,-83.75
Halichoeres,adustus,10.25,-85.75
Halichoeres,adustus,16.75,-99.75
Halichoeres,adustus,18.75,-110.75
Halichoeres,adustus,18.75,-111.25
Halichoeres,adustus,19.25,-104.25
Halichoeres,adustus,19.25,-110.75
Halichoeres,poeyi,-24.75,-46.25
Halichoeres,poeyi,-24.25,-46.25
Halichoeres,poeyi,-23.75,-45.25
Halichoeres,poeyi,-23.25,-44.75
Halichoeres,poeyi,-23.25,-44.25
Halichoeres,poeyi,-23.25,-43.25
Halichoeres,poeyi,-23.25,-42.25
Halichoeres,poeyi,-22.75,-42.25
Halichoeres,poeyi,-20.75,-40.75
Halichoeres,poeyi,-20.75,-40.25
Halichoeres,poeyi,-20.25,-40.25
Halichoeres,poeyi,-20.25,-37.25
Halichoeres,poeyi,-20.25,-36.25
Halichoeres,poeyi,-19.75,-40.25
Halichoeres,poeyi,-19.75,-39.75
Halichoeres,poeyi,-18.25,-39.25
Halichoeres,poeyi,-18.25,-38.75
Halichoeres,poeyi,-17.75,-39.25
Halichoeres,poeyi,-17.75,-38.75
Halichoeres,poeyi,-17.25,-39.25
Halichoeres,poeyi,-17.25,-38.75
Halichoeres,poeyi,-16.75,-39.25
Halichoeres,poeyi,-13.75,-39.25
Halichoeres,poeyi,-13.25,-38.75
Halichoeres,poeyi,-12.75,-38.75
Halichoeres,poeyi,-12.75,-38.25
Halichoeres,poeyi,-8.75,-35.25
Halichoeres,poeyi,-8.25,-34.75
Halichoeres,poeyi,-7.25,-34.75
Halichoeres,poeyi,-5.25,-35.25
Halichoeres,poeyi,-4.75,-37.25
Halichoeres,poeyi,-3.75,-38.75
Halichoeres,poeyi,-0.75,-44.25
Halichoeres,poeyi,4.25,-50.75
Halichoeres,poeyi,6.75,-55.75
Halichoeres,poeyi,6.75,-54.75
Halichoeres,poeyi,7.25,-57.25
Halichoeres,poeyi,7.75,-57.75
Halichoeres,poeyi,7.75,-57.25
Halichoeres,poeyi,8.25,-57.75
Halichoeres,poeyi,8.75,-77.25
Halichoeres,poeyi,9.25,-82.25
Halichoeres,poeyi,9.25,-80.25
Halichoeres,poeyi,9.25,-79.75
Halichoeres,poeyi,9.25,-78.75
Halichoeres,poeyi,9.75,-82.75
Halichoeres,poeyi,9.75,-79.75
Halichoeres,poeyi,9.75,-79.25
Halichoeres,poeyi,9.75,-78.75
Halichoeres,poeyi,9.75,-75.75
Halichoeres,poeyi,10.25,-83.25
Halichoeres,poeyi,10.25,-75.75
Halichoeres,poeyi,10.25,-65.25
Halichoeres,poeyi,11.25,-74.25
Halichoeres,poeyi,11.25,-60.75
Halichoeres,poeyi,11.75,-70.25
Halichoeres,poeyi,12.25,-71.75
Halichoeres,poeyi,12.25,-69.25
Halichoeres,poeyi,12.25,-68.75
Halichoeres,poeyi,12.25,-61.75
Halichoeres,poeyi,12.75,-81.75
Halichoeres,poeyi,12.75,-70.25
Halichoeres,poeyi,13.25,-81.25
Halichoeres,poeyi,13.25,-61.25
Halichoeres,poeyi,13.25,-59.75
Halichoeres,poeyi,13.25,-59.25
Halichoeres,poeyi,13.75,-60.75
Halichoeres,poeyi,14.25,-61.25
Halichoeres,poeyi,14.25,-60.75
Halichoeres,poeyi,14.75,-61.25
Halichoeres,poeyi,15.75,-87.75
Halichoeres,poeyi,15.75,-79.75
Halichoeres,poeyi,15.75,-61.25
Halichoeres,poeyi,16.25,-61.75
Halichoeres,poeyi,16.25,-61.25
Halichoeres,poeyi,16.75,-88.25
Halichoeres,poeyi,16.75,-62.25
Halichoeres,poeyi,17.25,-88.25
Halichoeres,poeyi,17.25,-87.75
Halichoeres,poeyi,17.25,-63.25
Halichoeres,poeyi,17.25,-62.75
Halichoeres,poeyi,17.25,-61.75
Halichoeres,poeyi,17.75,-77.75
Halichoeres,poeyi,17.75,-76.75
Halichoeres,poeyi,17.75,-67.25
Halichoeres,poeyi,17.75,-66.75
Halichoeres,poeyi,17.75,-66.25
Halichoeres,poeyi,17.75,-64.75
Halichoeres,poeyi,17.75,-63.75
Halichoeres,poeyi,18.25,-94.25
Halichoeres,poeyi,18.25,-87.75
Halichoeres,poeyi,18.25,-77.25
Halichoeres,poeyi,18.25,-70.75
Halichoeres,poeyi,18.25,-67.25
Halichoeres,poeyi,18.25,-66.25
Halichoeres,poeyi,18.25,-65.75
Halichoeres,poeyi,18.25,-65.25
Halichoeres,poeyi,18.25,-64.75
Halichoeres,poeyi,18.25,-63.25
Halichoeres,poeyi,18.75,-92.25
Halichoeres,poeyi,18.75,-87.75
Halichoeres,poeyi,18.75,-73.75
Halichoeres,poeyi,18.75,-72.75
Halichoeres,poeyi,18.75,-64.75
Halichoeres,poeyi,19.25,-81.25
Halichoeres,poeyi,20.25,-87.25
Halichoeres,poeyi,20.75,-86.75
Halichoeres,poeyi,21.25,-97.25
Halichoeres,poeyi,21.75,-87.75
Halichoeres,poeyi,21.75,-83.25
Halichoeres,poeyi,21.75,-71.75
Halichoeres,poeyi,22.25,-97.75
Halichoeres,poeyi,22.25,-88.25
Halichoeres,poeyi,22.25,-82.25
Halichoeres,poeyi,23.25,-82.75
Halichoeres,poeyi,23.75,-79.75
Halichoeres,poeyi,24.25,-82.25
Halichoeres,poeyi,24.25,-81.75
Halichoeres,poeyi,24.25,-75.25
Halichoeres,poeyi,24.75,-83.25
Halichoeres,poeyi,24.75,-82.75
Halichoeres,poeyi,24.75,-82.25
Halichoeres,poeyi,24.75,-81.75
Halichoeres,poeyi,24.75,-81.25
Halichoeres,poeyi,24.75,-80.75
Halichoeres,poeyi,24.75,-80.25
Halichoeres,poeyi,24.75,-77.75
Halichoeres,poeyi,25.25,-80.25
Halichoeres,poeyi,25.25,-77.25
Halichoeres,poeyi,25.75,-80.25
Halichoeres,poeyi,25.75,-79.25
Halichoeres,poeyi,26.25,-80.25
Halichoeres,poeyi,26.75,-80.25
Halichoeres,poeyi,26.75,-77.25
Halichoeres,poeyi,26.75,-76.75
Halichoeres,poeyi,27.25,-83.25
Halichoeres,poeyi,27.25,-82.75
Halichoeres,poeyi,28.25,-80.75
Halichoeres,poeyi,28.75,-80.75
Halichoeres,poeyi,28.75,-80.25
Halichoeres,poeyi,29.25,-80.75
Halichoeres,poeyi,29.25,-80.25
Halichoeres,poeyi,29.75,-80.75
Halichoeres,bivittatus,-15.25,-35.25
Halichoeres,bivittatus,-13.25,-38.75
Halichoeres,bivittatus,-12.75,-38.25
Halichoeres,bivittatus,-8.25,-34.75
Halichoeres,bivittatus,-7.25,-34.75
Halichoeres,bivittatus,-5.25,-35.25
Halichoeres,bivittatus,-4.75,-37.25
Halichoeres,bivittatus,-3.75,-38.25
Halichoeres,bivittatus,-3.75,-38.75
Halichoeres,bivittatus,-0.75,-44.25
Halichoeres,bivittatus,-0.75,-44.75
Halichoeres,bivittatus,8.25,-77.25
Halichoeres,bivittatus,8.75,-77.25
Halichoeres,bivittatus,8.75,-77.75
Halichoeres,bivittatus,8.75,-81.75
Halichoeres,bivittatus,9.25,-76.25
Halichoeres,bivittatus,9.25,-77.75
Halichoeres,bivittatus,9.25,-78.75
Halichoeres,bivittatus,9.25,-79.75
Halichoeres,bivittatus,9.25,-80.25
Halichoeres,bivittatus,9.25,-82.25
Halichoeres,bivittatus,9.75,-75.75
Halichoeres,bivittatus,9.75,-78.75
Halichoeres,bivittatus,9.75,-79.25
Halichoeres,bivittatus,9.75,-79.75
Halichoeres,bivittatus,9.75,-82.75
Halichoeres,bivittatus,10.25,-55.25
Halichoeres,bivittatus,10.25,-65.25
Halichoeres,bivittatus,10.25,-75.75
Halichoeres,bivittatus,10.25,-83.25
Halichoeres,bivittatus,10.75,-60.25
Halichoeres,bivittatus,10.75,-60.75
Halichoeres,bivittatus,10.75,-61.25
Halichoeres,bivittatus,10.75,-61.75
Halichoeres,bivittatus,10.75,-66.25
Halichoeres,bivittatus,10.75,-75.25
Halichoeres,bivittatus,11.25,-60.25
Halichoeres,bivittatus,11.25,-60.75
Halichoeres,bivittatus,11.25,-73.75
Halichoeres,bivittatus,11.25,-74.25
Halichoeres,bivittatus,11.75,-66.75
Halichoeres,bivittatus,12.25,-61.25
Halichoeres,bivittatus,12.25,-61.75
Halichoeres,bivittatus,12.25,-68.25
Halichoeres,bivittatus,12.25,-68.75
Halichoeres,bivittatus,12.25,-69.25
Halichoeres,bivittatus,12.25,-69.75
Halichoeres,bivittatus,12.25,-71.75
Halichoeres,bivittatus,12.25,-72.25
Halichoeres,bivittatus,12.25,-83.25
Halichoeres,bivittatus,12.75,-61.25
Halichoeres,bivittatus,12.75,-70.25
Halichoeres,bivittatus,12.75,-81.75
Halichoeres,bivittatus,13.25,-59.25
Halichoeres,bivittatus,13.25,-59.75
Halichoeres,bivittatus,13.25,-61.25
Halichoeres,bivittatus,13.25,-81.25
Halichoeres,bivittatus,13.75,-60.25
Halichoeres,bivittatus,13.75,-60.75
Halichoeres,bivittatus,13.75,-81.25
Halichoeres,bivittatus,14.25,-60.75
Halichoeres,bivittatus,14.25,-68.75
Halichoeres,bivittatus,14.25,-80.25
Halichoeres,bivittatus,14.75,-60.75
Halichoeres,bivittatus,14.75,-61.25
Halichoeres,bivittatus,15.25,-61.25
Halichoeres,bivittatus,15.75,-61.25
Halichoeres,bivittatus,15.75,-79.75
Halichoeres,bivittatus,15.75,-81.25
Halichoeres,bivittatus,15.75,-87.75
Halichoeres,bivittatus,16.25,-61.25
Halichoeres,bivittatus,16.25,-61.75
Halichoeres,bivittatus,16.25,-85.75
Halichoeres,bivittatus,16.25,-86.25
Halichoeres,bivittatus,16.25,-86.75
Halichoeres,bivittatus,16.75,-62.25
Halichoeres,bivittatus,16.75,-87.75
Halichoeres,bivittatus,16.75,-88.25
Halichoeres,bivittatus,17.25,-61.75
Halichoeres,bivittatus,17.25,-62.75
Halichoeres,bivittatus,17.25,-63.25
Halichoeres,bivittatus,17.25,-65.25
Halichoeres,bivittatus,17.25,-75.75
Halichoeres,bivittatus,17.25,-77.75
Halichoeres,bivittatus,17.25,-87.75
Halichoeres,bivittatus,17.25,-88.25
Halichoeres,bivittatus,17.75,-61.75
Halichoeres,bivittatus,17.75,-63.25
Halichoeres,bivittatus,17.75,-64.75
Halichoeres,bivittatus,17.75,-66.25
Halichoeres,bivittatus,17.75,-66.75
Halichoeres,bivittatus,17.75,-67.25
Halichoeres,bivittatus,17.75,-76.75
Halichoeres,bivittatus,17.75,-77.25
Halichoeres,bivittatus,18.25,-63.25
Halichoeres,bivittatus,18.25,-64.25
Halichoeres,bivittatus,18.25,-64.75
Halichoeres,bivittatus,18.25,-65.25
Halichoeres,bivittatus,18.25,-65.75
Halichoeres,bivittatus,18.25,-66.25
Halichoeres,bivittatus,18.25,-67.25
Halichoeres,bivittatus,18.25,-67.75
Halichoeres,bivittatus,18.25,-69.75
Halichoeres,bivittatus,18.25,-70.75
Halichoeres,bivittatus,18.25,-76.25
Halichoeres,bivittatus,18.25,-77.25
Halichoeres,bivittatus,18.25,-77.75
Halichoeres,bivittatus,18.25,-87.75
Halichoeres,bivittatus,18.25,-94.25
Halichoeres,bivittatus,18.25,-94.75
Halichoeres,bivittatus,18.75,-64.25
Halichoeres,bivittatus,18.75,-72.25
Halichoeres,bivittatus,18.75,-72.75
Halichoeres,bivittatus,18.75,-77.75
Halichoeres,bivittatus,18.75,-86.75
Halichoeres,bivittatus,18.75,-87.25
Halichoeres,bivittatus,18.75,-87.75
Halichoeres,bivittatus,18.75,-92.25
Halichoeres,bivittatus,18.75,-94.75
Halichoeres,bivittatus,19.25,-69.25
Halichoeres,bivittatus,19.25,-81.25
Halichoeres,bivittatus,19.25,-95.75
Halichoeres,bivittatus,19.25,-96.25
Halichoeres,bivittatus,19.75,-75.25
Halichoeres,bivittatus,19.75,-79.75
Halichoeres,bivittatus,19.75,-87.25
Halichoeres,bivittatus,20.25,-86.75
Halichoeres,bivittatus,20.25,-87.25
Halichoeres,bivittatus,20.25,-91.75
Halichoeres,bivittatus,20.75,-73.75
Halichoeres,bivittatus,20.75,-86.75
Halichoeres,bivittatus,20.75,-92.25
Halichoeres,bivittatus,20.75,-96.75
Halichoeres,bivittatus,21.25,-71.25
Halichoeres,bivittatus,21.25,-71.75
Halichoeres,bivittatus,21.25,-73.25
Halichoeres,bivittatus,21.25,-86.75
Halichoeres,bivittatus,21.25,-97.25
Halichoeres,bivittatus,21.75,-71.75
Halichoeres,bivittatus,21.75,-72.25
Halichoeres,bivittatus,21.75,-79.25
Halichoeres,bivittatus,21.75,-87.75
Halichoeres,bivittatus,21.75,-90.75
Halichoeres,bivittatus,21.75,-97.25
Halichoeres,bivittatus,22.25,-78.25
Halichoeres,bivittatus,22.25,-81.25
Halichoeres,bivittatus,22.25,-82.25
Halichoeres,bivittatus,22.25,-87.25
Halichoeres,bivittatus,22.25,-88.25
Halichoeres,bivittatus,22.25,-89.75
Halichoeres,bivittatus,22.25,-97.75
Halichoeres,bivittatus,22.75,-74.25
Halichoeres,bivittatus,22.75,-75.75
Halichoeres,bivittatus,22.75,-78.25
Halichoeres,bivittatus,22.75,-79.25
Halichoeres,bivittatus,22.75,-79.75
Halichoeres,bivittatus,22.75,-89.75
Halichoeres,bivittatus,23.25,-78.75
Halichoeres,bivittatus,23.25,-82.25
Halichoeres,bivittatus,23.25,-82.75
Halichoeres,bivittatus,23.75,-74.75
Halichoeres,bivittatus,23.75,-75.25
Halichoeres,bivittatus,23.75,-75.75
Halichoeres,bivittatus,23.75,-76.25
Halichoeres,bivittatus,23.75,-77.25
Halichoeres,bivittatus,23.75,-79.75
Halichoeres,bivittatus,24.25,-74.25
Halichoeres,bivittatus,24.25,-74.75
Halichoeres,bivittatus,24.25,-75.25
Halichoeres,bivittatus,24.25,-76.75
Halichoeres,bivittatus,24.25,-77.25
Halichoeres,bivittatus,24.25,-77.75
Halichoeres,bivittatus,24.25,-81.75
Halichoeres,bivittatus,24.25,-82.25
Halichoeres,bivittatus,24.25,-83.25
Halichoeres,bivittatus,24.75,-75.75
Halichoeres,bivittatus,24.75,-76.25
Halichoeres,bivittatus,24.75,-76.75
Halichoeres,bivittatus,24.75,-77.25
Halichoeres,bivittatus,24.75,-77.75
Halichoeres,bivittatus,24.75,-80.25
Halichoeres,bivittatus,24.75,-80.75
Halichoeres,bivittatus,24.75,-81.25
Halichoeres,bivittatus,24.75,-81.75
Halichoeres,bivittatus,24.75,-82.25
Halichoeres,bivittatus,24.75,-82.75
Halichoeres,bivittatus,24.75,-83.25
Halichoeres,bivittatus,25.25,-77.25
Halichoeres,bivittatus,25.25,-77.75
Halichoeres,bivittatus,25.25,-78.25
Halichoeres,bivittatus,25.25,-79.25
Halichoeres,bivittatus,25.25,-80.25
Halichoeres,bivittatus,25.25,-81.25
Halichoeres,bivittatus,25.25,-82.25
Halichoeres,bivittatus,25.25,-82.75
Halichoeres,bivittatus,25.25,-84.25
Halichoeres,bivittatus,25.75,-77.25
Halichoeres,bivittatus,25.75,-77.75
Halichoeres,bivittatus,25.75,-79.25
Halichoeres,bivittatus,25.75,-80.25
Halichoeres,bivittatus,25.75,-81.75
Halichoeres,bivittatus,25.75,-82.25
Halichoeres,bivittatus,25.75,-82.75
Halichoeres,bivittatus,25.75,-86.75
Halichoeres,bivittatus,26.25,-78.75
Halichoeres,bivittatus,26.25,-80.25
Halichoeres,bivittatus,26.25,-82.25
Halichoeres,bivittatus,26.25,-97.25
Halichoeres,bivittatus,26.75,-77.25
Halichoeres,bivittatus,26.75,-78.75
Halichoeres,bivittatus,26.75,-79.25
Halichoeres,bivittatus,26.75,-80.25
Halichoeres,bivittatus,26.75,-82.25
Halichoeres,bivittatus,26.75,-97.25
Halichoeres,bivittatus,27.25,-80.25
Halichoeres,bivittatus,27.25,-82.25
Halichoeres,bivittatus,27.25,-82.75
Halichoeres,bivittatus,27.25,-83.25
Halichoeres,bivittatus,27.25,-97.25
Halichoeres,bivittatus,27.75,-82.75
Halichoeres,bivittatus,27.75,-93.75
Halichoeres,bivittatus,27.75,-97.25
Halichoeres,bivittatus,28.25,-82.75
Halichoeres,bivittatus,28.25,-83.25
Halichoeres,bivittatus,28.25,-84.25
Halichoeres,bivittatus,28.75,-80.75
Halichoeres,bivittatus,28.75,-82.75
Halichoeres,bivittatus,28.75,-83.25
Halichoeres,bivittatus,28.75,-84.25
Halichoeres,bivittatus,28.75,-87.75
Halichoeres,bivittatus,29.25,-80.75
Halichoeres,bivittatus,29.25,-83.25
Halichoeres,bivittatus,29.25,-83.75
Halichoeres,bivittatus,29.25,-92.75
Halichoeres,bivittatus,29.75,-83.25
Halichoeres,bivittatus,29.75,-83.75
Halichoeres,bivittatus,29.75,-84.25
Halichoeres,bivittatus,29.75,-84.75
Halichoeres,bivittatus,29.75,-93.25
Halichoeres,bivittatus,30.25,-85.75
Halichoeres,bivittatus,30.25,-86.25
Halichoeres,bivittatus,30.25,-86.75
Halichoeres,bivittatus,30.25,-87.25
Halichoeres,bivittatus,31.25,-78.75
Halichoeres,bivittatus,31.25,-80.25
Halichoeres,bivittatus,31.25,-80.75
Halichoeres,bivittatus,31.75,-80.25
Halichoeres,bivittatus,32.25,-64.75
Halichoeres,bivittatus,32.25,-79.25
Halichoeres,bivittatus,32.25,-79.75
Halichoeres,bivittatus,32.75,-78.75
Halichoeres,bivittatus,32.75,-79.75
Halichoeres,bivittatus,33.25,-78.25
Halichoeres,bivittatus,33.25,-78.75
Halichoeres,bivittatus,33.25,-79.25
Halichoeres,bivittatus,33.75,-77.25
Halichoeres,bivittatus,33.75,-77.75
Halichoeres,bivittatus,34.25,-76.25
Halichoeres,bivittatus,34.25,-76.75
Halichoeres,bivittatus,34.25,-77.25
Halichoeres,bivittatus,34.25,-77.75
Halichoeres,bivittatus,34.75,-76.25
Halichoeres,bivittatus,34.75,-76.75
Halichoeres,bivittatus,34.75,-77.25
Halichoeres,semicinctus,23.25,-106.25
Halichoeres,semicinctus,23.25,-109.25
Halichoeres,semicinctus,23.25,-110.25
Halichoeres,semicinctus,23.75,-107.75
Halichoeres,semicinctus,23.75,-108.25
Halichoeres,semicinctus,23.75,-109.25
Halichoeres,semicinctus,23.75,-109.75
Halichoeres,semicinctus,24.25,-108.25
Halichoeres,semicinctus,24.25,-108.75
Halichoeres,semicinctus,24.25,-109.25
Halichoeres,semicinctus,24.25,-109.75
Halichoeres,semicinctus,24.25,-110.25
Halichoeres,semicinctus,24.25,-111.75
Halichoeres,semicinctus,24.25,-112.75
Halichoeres,semicinctus,24.75,-111.75
Halichoeres,semicinctus,24.75,-112.25
Halichoeres,semicinctus,24.75,-114.25
Halichoeres,semicinctus,25.25,-112.75
Halichoeres,semicinctus,25.25,-110.75
Halichoeres,semicinctus,25.25,-112.25
Halichoeres,semicinctus,25.75,-109.25
Halichoeres,semicinctus,25.75,-112.25
Halichoeres,semicinctus,25.75,-112.75
Halichoeres,semicinctus,26.25,-112.25
Halichoeres,semicinctus,26.25,-112.75
Halichoeres,semicinctus,26.75,-111.75
Halichoeres,semicinctus,26.75,-113.25
Halichoeres,semicinctus,26.75,-113.75
Halichoeres,semicinctus,26.75,-114.25
Halichoeres,semicinctus,26.75,-115.75
Halichoeres,semicinctus,27.25,-114.25
Halichoeres,semicinctus,27.25,-114.75
Halichoeres,semicinctus,27.75,-111.25
Halichoeres,semicinctus,27.75,-112.25
Halichoeres,semicinctus,27.75,-114.75
Halichoeres,semicinctus,27.75,-115.25
Halichoeres,semicinctus,27.75,-115.75
Halichoeres,semicinctus,28.25,-111.25
Halichoeres,semicinctus,28.25,-112.75
Halichoeres,semicinctus,28.25,-112.25
Halichoeres,semicinctus,28.25,-114.25
Halichoeres,semicinctus,28.25,-114.75
Halichoeres,semicinctus,28.25,-115.25
Halichoeres,semicinctus,28.25,-115.75
Halichoeres,semicinctus,28.75,-114.25
Halichoeres,semicinctus,28.75,-114.75
Halichoeres,semicinctus,28.75,-112.75
Halichoeres,semicinctus,28.75,-113.25
Halichoeres,semicinctus,28.75,-113.75
Halichoeres,semicinctus,28.75,-111.75
Halichoeres,semicinctus,28.75,-112.25
Halichoeres,semicinctus,28.75,-115.25
Halichoeres,semicinctus,28.75,-117.25
Halichoeres,semicinctus,28.75,-118.25
Halichoeres,semicinctus,29.25,-113.25
Halichoeres,semicinctus,29.25,-113.75
Halichoeres,semicinctus,29.25,-112.25
Halichoeres,semicinctus,29.25,-115.75
Halichoeres,semicinctus,29.25,-118.25
Halichoeres,semicinctus,29.75,-113.75
Halichoeres,semicinctus,29.75,-114.25
Halichoeres,semicinctus,29.75,-112.75
Halichoeres,semicinctus,29.75,-115.75
Halichoeres,semicinctus,30.25,-112.75
Halichoeres,semicinctus,30.25,-115.75
Halichoeres,semicinctus,30.75,-116.25
Halichoeres,semicinctus,31.25,-113.75
Halichoeres,semicinctus,31.25,-114.25
Halichoeres,semicinctus,31.25,-114.75
Halichoeres,semicinctus,31.75,-116.75
Halichoeres,semicinctus,32.25,-117.25
Halichoeres,semicinctus,32.75,-117.25
Halichoeres,semicinctus,32.75,-118.25
Halichoeres,semicinctus,33.25,-117.25
Halichoeres,semicinctus,33.25,-117.75
Halichoeres,semicinctus,33.25,-118.25
Halichoeres,semicinctus,33.25,-118.75
Halichoeres,semicinctus,33.75,-117.75
Halichoeres,semicinctus,33.75,-118.25
Halichoeres,semicinctus,33.75,-118.75
Halichoeres,semicinctus,33.75,-120.25
